"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Rice",70.2626,123,67.4184,230,100.694,244,104.099,195,108.679,269,109.452,264,-5.35302,240
"2024","Richmond",68.0523,234,66.9571,250,107.879,110,107.274,137,95.1698,28,98.8174,56,8.45676,93
"2024","Rider",69.6543,148,68.6149,158,96.8728,299,100.152,285,108.648,268,109.882,269,-9.7302,285
"2024","Robert Morris",70.3318,119,69.5792,107,103.722,194,100.837,271,109.659,280,110.671,288,-9.83414,287
"2024","Rutgers",69.3938,173,68.374,176,97.2048,294,101.379,255,92.8651,11,92.9661,8,8.41249,94
"2024","Sacramento St.",66.3942,308,66.5059,270,96.8708,300,99.3313,298,111.051,306,109.964,273,-10.6327,298
"2024","Sacred Heart",71.0294,88,69.5103,113,100.445,248,100.013,286,104.015,171,109.854,268,-9.84148,288
"2024","Saint Francis",67.18,275,66.5255,268,92.3413,339,93.3609,346,110.952,303,114.228,343,-20.867,357
"2024","Saint Joseph's",68.9129,201,68.4858,170,113.09,41,110.522,79,97.2373,52,101.068,93,9.45434,80
"2024","Saint Louis",68.7342,209,68.492,169,105.934,155,109.863,91,112.921,331,113.015,329,-3.15203,205
"2024","Saint Mary's",63.8247,356,62.9718,357,109.129,90,110.44,82,93.18,13,94.0421,14,16.3977,39
"2024","Saint Peter's",65.1827,339,63.6075,352,99.5763,265,98.6621,304,97.3024,53,101.34,97,-2.67826,197
"2024","Sam Houston St.",70.1424,127,69.4396,117,99.1195,273,103.213,212,102.914,147,104.764,160,-1.55187,183
"2024","Samford",76.515,2,75.2905,3,115.321,23,113.198,57,99.7355,97,104.059,146,9.13918,84
"2024","San Diego",72.4287,48,71.7056,44,99.9436,258,100.936,266,104.942,192,106.196,186,-5.2597,237
"2024","San Diego St.",69.2446,176,68.0823,191,108.512,103,113.626,50,97.8513,61,95.0946,23,18.5316,23
"2024","San Francisco",67.6986,250,66.6152,264,112.52,49,109.562,95,90.1285,4,95.7548,28,13.8076,52
"2024","San Jose St.",66.5006,302,66.1251,290,107.164,125,107.99,122,106.777,228,108.328,247,-0.338233,169
"2024","Santa Clara",69.9625,135,69.9944,91,104.971,174,107.001,143,103.006,149,102.851,121,4.1498,119
"2024","Seattle",68.6182,214,67.4379,229,102.235,213,102.872,223,94.2344,23,98.9797,60,3.89226,122
"2024","Seton Hall",67.3169,269,66.3016,281,109.426,86,113.204,56,102.728,145,100.739,88,12.4651,64
"2024","Siena",69.0844,189,67.9154,204,90.4238,344,92.1387,351,113.145,333,112.119,315,-19.98,349
"2024","SIU Edwardsville",64.77,346,64.9983,327,103.591,196,103.08,216,108.45,264,110.344,281,-7.26441,268
"2024","SMU",67.885,239,67.7022,219,109.111,91,108.996,105,91.1998,6,93.76,12,15.2361,46
"2024","South Alabama",69.0715,190,68.1187,188,101.778,225,105.248,176,109.418,278,108.421,249,-3.17272,206
"2024","South Carolina",65.0512,343,64.1972,343,111.546,59,111.51,69,98.1445,69,99.4455,66,12.0644,65
"2024","South Carolina St.",72.9427,32,71.4179,50,95.8337,313,98.4413,306,114.873,348,114.558,347,-16.1169,334
"2024","South Dakota",71.1625,82,70.2055,85,101.301,231,100.205,284,112.406,327,112.974,327,-12.7687,316
"2024","South Dakota St.",69.2217,180,69.8902,95,106.604,138,108.709,113,107.415,243,107.879,241,0.830318,154
"2024","South Florida",71.4375,69,69.8632,97,106.938,131,104.8,184,98.7895,83,103.001,124,1.79835,140
"2024","Southeast Missouri St.",71.4811,68,70.3745,78,90.2624,348,93.1097,347,111.16,311,114.748,350,-21.6385,358
"2024","Southeastern Louisiana",65.3259,335,63.9943,348,95.8868,312,101.354,256,111.736,319,109.338,263,-7.98405,274
"2024","Southern",71.6031,67,69.4218,119,96.1218,307,100.233,282,105.225,196,103.973,143,-3.74047,212
"2024","Southern Illinois",65.3789,334,64.3137,338,112.119,54,109.524,97,99.4541,93,103.36,133,6.1644,109
"2024","Southern Indiana",70.5066,112,69.9346,92,88.5302,354,90.7075,359,104.782,187,106.654,201,-15.9465,332
"2024","Southern Miss",69.475,163,68.9018,140,100.966,240,101.744,243,108.203,259,107.186,215,-5.4413,241
"2024","Southern Utah",69.7156,144,70.1075,87,104.446,183,106.853,146,112.872,329,113.776,337,-6.92332,260
"2024","St. Bonaventure",66.3492,310,65.7713,304,111.481,63,110.858,75,99.8323,98,102.068,111,8.78982,88
"2024","St. John's",70.2897,122,70.4357,76,111.904,55,115.277,34,99.5305,94,97.9835,47,17.293,34
"2024","St. Thomas",63.0969,359,63.3124,353,109.5,84,107.898,124,100.307,109,104.335,149,3.56296,127
"2024","Stanford",71.4185,70,69.498,115,107.897,109,111.969,66,103.398,164,102.12,112,9.84968,77
"2024","Stephen F. Austin",72.9881,29,71.9033,42,102.061,220,103.105,215,96.4168,41,100.005,78,3.09936,131
"2024","Stetson",66.1156,316,65.8721,299,108.124,106,109.896,90,113.224,334,112.856,325,-2.9604,202
"2024","Stonehill",71.1946,79,69.2572,126,88.3384,355,91.2999,358,112.271,324,111.91,309,-20.6105,356
"2024","Stony Brook",67.5783,256,67.807,214,101.906,223,102.749,225,107.26,241,107.78,239,-5.0309,234
"2024","Syracuse",73.7492,21,72.4106,26,101.179,235,106.296,158,100.163,105,97.2246,40,9.07176,86
"2024","Tarleton St.",65.2856,337,65.027,326,98.9618,275,104.315,190,105.262,198,105.808,177,-1.49287,180
"2024","TCU",72.9812,30,71.9202,41,114.67,28,115.94,26,93.2945,15,97.0986,39,18.8418,22
"2024","Temple",68.906,202,68.5926,162,99.3706,267,100.85,269,104.767,186,105.545,173,-4.69492,228
"2024","Tennessee",70.7414,106,70.2164,84,111.488,61,116.733,20,93.012,12,91.4621,4,25.2712,8
"2024","Tennessee Martin",74.6629,10,74.1291,9,103.96,191,103.927,199,108.309,262,110.869,292,-6.94204,261
"2024","Tennessee St.",70.4205,116,69.4635,116,101.423,230,101.185,260,107.088,237,109.109,261,-7.92458,273
"2024","Tennessee Tech",68.2799,226,66.4787,272,96.8562,301,97.8884,311,110.021,288,111.449,303,-13.5605,320
"2024","Texas",69.5344,154,68.1817,186,111.838,56,113.993,48,95.5393,32,98.2249,49,15.7677,42
"2024","Texas A&M",66.6452,296,65.1531,321,111.441,64,116.501,22,101.685,124,99.6891,71,16.8123,35
"2024","Texas A&M Commerce",69.4337,167,66.7097,263,90.2709,347,96.8484,319,111.539,316,109.193,262,-12.3442,312
"2024","Texas A&M Corpus Chris",70.9308,93,69.0811,132,98.6072,281,100.597,272,102.463,140,106.683,203,-6.08564,251
"2024","Texas Southern",69.1652,185,67.8744,207,90.9592,342,95.0015,334,106.318,222,104.5,154,-9.49832,281
"2024","Texas St.",67.7475,246,65.9265,297,96.0217,310,100.392,279,105.278,200,103.569,138,-3.17706,207
"2024","Texas Tech",66.6918,292,66.392,277,115.589,20,115.547,31,96.1283,36,97.6272,43,17.9193,30
"2024","The Citadel",65.6732,327,64.5465,334,104.233,187,103.207,213,105.751,209,108.1,246,-4.89251,230
"2024","Toledo",70.2477,124,69.1355,130,112.934,44,112.831,61,110.908,301,110.955,296,1.87606,139
"2024","Towson",62.0646,362,60.8275,361,100.713,243,102.935,220,103.357,163,104.604,156,-1.669,185
"2024","Troy",70.8316,99,70.9339,65,105.571,162,104.844,183,100.924,116,103.166,129,1.67863,142
"2024","Tulane",74.3436,15,73.5918,15,113.367,38,113.432,52,104.319,178,106.369,194,7.06278,100
"2024","Tulsa",72.2169,55,70.8541,66,102.326,212,100.215,283,95.8223,34,101.838,105,-1.62286,184
"2024","UAB",68.9532,197,68.1058,189,108.699,100,109.55,96,111.066,307,109.603,266,-0.0526521,165
"2024","UC Davis",68.5048,218,68.2969,181,105.304,167,103.795,203,98.9777,85,101.782,104,2.01329,138
"2024","UC Irvine",69.1217,187,68.4115,174,107.105,126,107.195,139,96.7136,46,96.3462,35,10.8488,73
"2024","UC Riverside",66.8906,287,66.7405,261,98.9143,276,102.941,219,108.066,256,108.991,258,-6.05063,250
"2024","UC San Diego",66.4154,306,65.7929,303,110.567,71,109.679,94,101.891,131,104.968,164,4.71063,116
"2024","UC Santa Barbara",69.4235,169,68.8034,146,105.668,160,105.493,173,103.58,166,107,212,-1.50706,182
"2024","UCF",70.9499,92,70.0817,89,104.008,189,104.226,192,90.5171,5,94.3904,17,9.83564,78
"2024","UCLA",66.4109,307,65.2568,318,96.5429,305,101.642,246,97.5228,57,96.2478,34,5.39395,112
"2024","UMass Lowell",71.1462,86,69.5105,112,103.749,193,104.003,197,96.4462,42,103.293,130,0.709707,156
"2024","UMBC",75.5632,5,74.9981,4,102.974,201,102.803,224,112.399,326,116.675,357,-13.8719,323
"2024","UMKC",67.2728,271,67.6012,225,100.388,249,100.448,276,109.742,282,110.122,276,-9.67416,284
"2024","UNC Asheville",70.5812,108,68.3561,178,106.51,142,107.024,141,109.267,276,107.364,224,-0.340008,170
"2024","UNC Greensboro",67.5248,258,65.6565,307,105.99,153,106.145,162,103.152,154,102.511,117,3.63425,126
"2024","UNC Wilmington",67.5451,257,67.7499,215,108.764,98,110.372,83,108.483,265,106.255,189,4.11724,120
"2024","UNLV",66.5573,299,66.2602,284,109.567,83,113.836,49,106.997,231,104.74,159,9.09615,85
"2024","USC",71.152,85,70.2908,79,107.053,127,111.378,70,103.84,168,100.558,83,10.8201,74
"2024","USC Upstate",67.1062,280,66.773,259,98.4921,282,100.898,267,112.949,332,112.386,318,-11.4879,305
"2024","UT Arlington",71.3,77,71.0043,63,101.28,232,106.091,165,108.996,271,107.115,213,-1.02332,173
"2024","UT Rio Grande Valley",74.3493,14,73.4462,18,95.1664,319,98.4173,307,107.64,249,109.1,260,-10.6832,299
"2024","Utah",71.7338,64,71.0293,62,112.214,51,116.868,19,98.0639,64,98.4363,52,18.4314,24
"2024","Utah St.",70.1097,128,69.3547,121,113.931,35,114.004,47,97.1007,48,97.9395,46,16.0641,41
"2024","Utah Tech",70.9111,94,69.8561,98,95.9404,311,99.9677,288,105.328,202,106.59,199,-6.62262,256
"2024","Utah Valley",68.4863,219,67.6694,220,96.0259,309,99.5772,295,102.18,139,102.04,108,-2.46247,193
"2024","UTEP",70.2911,121,70.2891,80,94.9202,323,97.3961,316,99.1537,87,101.892,106,-4.49579,224
"2024","UTSA",72.157,56,71.2217,55,105.437,165,104.384,188,110.036,289,112.699,324,-8.3147,275
"2024","Valparaiso",67.9367,236,67.65,222,95.0165,322,96.2232,324,105.264,199,107.147,214,-10.9238,300
"2024","Vanderbilt",68.2516,227,67.1225,243,99.8591,260,103.364,210,105.433,204,105.328,170,-1.96382,191
"2024","VCU",66.9834,285,65.838,302,108.082,107,108.769,110,99.9335,100,101.622,103,7.14751,99
"2024","Vermont",64.3234,350,64.0556,346,108.697,101,108.19,118,103.105,152,104.866,162,3.32382,130
"2024","Villanova",65.7255,326,65.5355,310,110.565,72,115.01,38,98.6774,80,96.8799,38,18.1297,26
"2024","Virginia",62.2789,360,61.2117,360,104.384,184,106,167,92.6074,8,94.5249,18,11.4755,67
"2024","Virginia Tech",68.2133,230,67.8404,211,108.989,92,111.933,67,98.9784,86,98.9841,61,12.9489,60
"2024","VMI",73.7398,22,73.812,12,90.1227,350,91.9275,355,111.754,320,112.476,319,-20.5481,355
"2024","Wagner",63.1395,358,62.1249,359,95.1285,320,96.1842,326,100.586,113,107.193,216,-11.0093,301
"2024","Wake Forest",69.5846,152,68.5414,166,114.593,31,115.723,28,97.8137,60,99.2191,63,16.5037,37
"2024","Washington",72.0344,60,71.2868,52,109.495,85,113.318,54,101.85,130,100.581,84,12.7374,62
"2024","Washington St.",67.6824,252,66.1935,288,110.519,73,111.364,71,97.5213,56,98.5172,53,12.8464,61
"2024","Weber St.",64.4376,348,64.4376,335,109.215,88,110.003,88,101.719,126,103.973,142,6.02999,111
"2024","West Virginia",67.7391,247,68.833,144,99.2063,272,105.013,179,104.934,191,102.742,119,2.27066,136
"2024","Western Carolina",67.4804,262,68.0442,196,107.824,113,107.697,129,99.2786,89,102.387,115,5.30959,113
"2024","Western Illinois",66.2908,312,65.1054,323,98.6541,280,99.8351,289,102.845,146,105.877,180,-6.04182,249
"2024","Western Kentucky",75.6643,4,75.4873,2,100.475,247,101.38,254,97.5037,55,100.186,79,1.19327,148
"2024","Western Michigan",68.5537,216,69.1357,129,102.118,219,101.849,237,109.809,284,110.931,293,-9.08198,278
"2024","Wichita St.",71.6042,66,71.0892,59,102.137,218,104.52,185,104.661,184,103.508,137,1.01252,151
"2024","William & Mary",67.4261,265,66.7198,262,105.502,164,102.466,230,113.251,335,115.166,352,-12.7003,313
"2024","Winthrop",67.6905,251,67.1374,241,107.714,114,107.395,134,103.842,169,105.728,175,1.66718,143
"2024","Wisconsin",65.7281,325,65.2071,319,114.692,27,119.719,6,98.8373,84,95.7283,27,23.9904,9
"2024","Wofford",70.0801,129,69.427,118,106.909,132,107.378,135,110.403,294,110.317,280,-2.93803,200
"2024","Wright St.",72.4242,49,71.3679,51,116.286,18,115.044,37,114.28,343,113.365,333,1.67873,141
"2024","Wyoming",69.4775,162,67.8478,210,101.025,239,103.692,205,109.264,275,107.75,235,-4.05826,218
"2024","Xavier",70.9594,91,70.2875,81,106.17,150,112.897,60,98.1029,67,95.3268,25,17.5702,32
"2024","Yale",66.7094,291,65.8986,298,107.331,121,109.748,92,104.167,173,102.898,122,6.84923,102
"2024","Youngstown St.",70.8187,100,69.8714,96,107.559,118,106.39,156,103.816,167,105.247,169,1.14333,149
