team_year,ovr_rating_bpi,ovr_rating_kenpom,ovr_rating_torvik,wab,off_rating_bpi,off_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,def_rating_torvik
2019 Gardner Webb,2,-0.743522,0.452915985,-4.861821257,2.3,107.475,105.5003609,-0.3,108.218,107.2475903
2008 George Mason,6.7,10.2781,0.759443748,-3.571804163,2,111.486,109.1820936,4.8,101.207,98.79520256
2011 George Mason,11.1,18.3096,0.861524639,1.188265432,5.5,113.269,111.2855232,5.6,94.9599,94.93018062
2014 George Washington,9.1,14.2297,0.824444581,3.246569902,3.9,110.212,110.0715547,5.2,95.9821,96.21932327
2008 Georgetown,17.2,24.9836,0.947879004,7.663713625,4.3,114.989,113.1027913,12.9,90.0051,87.88822576
2010 Georgetown,14.5,24.2828,0.921046473,4.261261986,8.3,116.551,115.0611338,6.2,92.2687,92.92955685
2011 Georgetown,11.7,18.9952,0.884109059,4.2361936,5.8,114.287,113.714472,5.9,95.2916,95.29725786
2012 Georgetown,13.5,20.3352,0.916563609,4.623602644,3.8,109.993,110.283077,9.7,89.6577,89.53728253
2013 Georgetown,14.1,22.1624,0.93571058,6.510718106,2.4,107.747,106.845394,11.7,85.5846,84.64965523
2015 Georgetown,10.4,19.5694,0.887154123,3.601697834,6,113.166,111.4826319,4.3,93.597,93.18295629
2021 Georgetown,7.1,14.0569,0.824242217,-1.10295622,3.1,107.693,107.1684073,4,93.636,93.69291508
2008 Georgia,5.3,7.89531,0.72224315,-3.850813984,0.4,104.018,102.5719925,4.9,96.1227,94.39309224
2011 Georgia,9.4,11.9637,0.836012244,0.140825917,3.5,107.153,108.304059,5.8,95.1889,94.00080741
2015 Georgia,8.6,15.3937,0.843520321,1.524672462,3.9,109.524,107.8484049,4.8,94.1302,93.15218897
2015 Georgia St.,7.7,9.77537,0.764202275,-2.610403522,4,110.463,109.1254732,3.6,100.687,98.51903852
2018 Georgia St.,4.4,7.20921,0.672454563,-5.074096428,2,109.045,107.06811,2.4,101.835,100.576303
2019 Georgia St.,3.5,5.59737,0.666797019,-1.099448362,2.9,107.886,107.6317079,0.7,102.289,101.3308197
2022 Georgia St.,1.4,1.84485,0.540899103,-5.146317192,-0.9,101.532,100.8066322,2.3,99.6875,99.37956596
2010 Georgia Tech,11.9,18.0357,0.893539975,1.351450265,6,108.997,108.9560523,5.9,90.9613,90.55445986
2021 Georgia Tech,9.9,18.5494,0.869089448,1.842827024,6.4,113.332,112.7288769,3.5,94.783,95.62008132
2008 Gonzaga,11,19.3301,0.899218852,2.137212634,8.1,114.221,112.0641591,2.9,94.8911,92.64367426
2009 Gonzaga,15.4,25.9534,0.9490867,4.488766743,12.8,116.862,114.6207287,2.6,90.9086,88.87653401
2010 Gonzaga,9,16.7934,0.874669621,2.570870665,7.5,112.378,111.2093329,1.5,95.585,93.92222943
2011 Gonzaga,10.3,16.5087,0.866087945,0.355250046,7.9,110.61,109.2210931,2.4,94.1013,92.8554046
2012 Gonzaga,11.2,17.0149,0.8612055,2.125027888,6.8,111.604,110.5507969,4.4,94.5893,94.3253531
2013 Gonzaga,16.4,28.9467,0.961510506,7.780123779,10.7,120.831,119.3938559,5.6,91.8845,90.25068658
2014 Gonzaga,12.8,20.6386,0.908426477,4.045272487,7.1,113.594,114.5955087,5.7,92.9558,93.86716379
2015 Gonzaga,16.4,28.9239,0.951825325,7.872621778,11.5,121.92,120.3739219,4.9,92.9958,92.86659038
2016 Gonzaga,12.5,19.2756,0.903067508,2.200888132,6.4,116.44,116.98051,6.1,97.1644,96.3453655
2017 Gonzaga,20.4,33.0538,0.97251554,7.718116719,10.8,120.711,119.6878177,9.5,87.6571,87.77500752
2018 Gonzaga,15.4,24.7352,0.924306572,4.857261629,9.4,119.824,118.1857416,5.9,95.0891,95.07457667
2019 Gonzaga,23.1,32.7887,0.970522536,7.148948274,14,125.125,124.1107982,9,92.336,91.59076769
2021 Gonzaga,21.3,36.6241,0.979365285,8.500190059,15,126.111,125.3463558,6.3,89.4872,89.60711078
2022 Gonzaga,20.5,32.9688,0.973100238,6.711675308,12.8,121.805,120.8821252,7.7,88.836,88.48063846
2023 Gonzaga,14.9,24.3101,0.925029008,6.644366944,12.5,124.004,122.6176847,2.5,99.6937,98.55093634
2021 Grand Canyon,6.4,6.97644,0.717755004,-2.875449767,3.6,103.554,103.623878,2.8,96.5771,95.54589154
2023 Grand Canyon,5,5.99141,0.63780219,-3.76139515,4.4,112.317,109.7805704,0.6,106.325,104.5097409
2016 Green Bay,1.3,3.98885,0.567895275,-4.36670662,7.9,108.225,106.944929,-6.6,104.236,104.4336033
2011 Hampton,-2.9,-3.79341,0.376950355,-5.432465914,-4.8,93.9345,93.02736798,2,97.7279,97.1824837
2015 Hampton,-3.8,-8.51136,0.263329074,-12.34516406,-1.3,96.0398,94.12184758,-2.5,104.551,102.9296318
2016 Hampton,-5.7,-6.80879,0.270029673,-6.144095142,-1.2,99.7519,98.04372165,-4.5,106.561,106.8995221
2021 Hartford,-0.5,-2.73095,0.427425988,-4.870586815,-2.9,97.4886,96.73988439,2.5,100.22,99.2308006
2012 Harvard,8.1,14.756,0.839859636,2.334108414,-0.6,108.398,106.9053162,8.7,93.6424,92.55847289
2013 Harvard,2.3,6.90592,0.657552928,-2.509590167,1.6,108.139,105.9709338,0.8,101.233,100.1264317
2014 Harvard,11.8,17.3178,0.859796878,2.373972873,4.6,112.027,111.3589876,7.2,94.7095,95.11193068
2015 Harvard,6.1,8.74154,0.695836779,-1.082676119,-1.7,103.686,100.9411418,7.8,94.9442,93.93252132
2016 Hawaii,2.9,11.736,0.784910234,0.952596677,2.3,108.243,107.2939495,0.5,96.5071,95.87122008
2016 Holy Cross,-7.7,-11.4879,0.238112467,-14.25560115,-8.2,97.0369,97.27309306,0.4,108.525,107.6255104
2010 Houston,5.3,9.30246,0.73524577,-6.2360756,9.9,111.84,111.1633781,-4.6,102.537,101.7158716
2018 Houston,13.4,20.5396,0.895172191,2.418544037,6.8,115.787,114.4344214,6.6,95.2473,94.96482204
2019 Houston,15.9,22.4249,0.93150007,7.930866789,7.7,114.118,114.1032879,8.1,91.6934,90.93552336
2021 Houston,18.3,28.8202,0.964066041,4.04413242,9.9,118.922,119.0081703,8.4,90.1017,89.40268083
2022 Houston,19.8,26.4976,0.959778538,6.153742149,10.1,117.348,117.1170824,9.7,90.8508,88.8830806
2023 Houston,20.5,28.8196,0.963817139,8.046303738,9.9,118.387,117.1100704,10.6,89.5678,88.03156829
2023 Howard,-3.1,-3.21361,0.368821933,-7.319400823,-1.6,103.701,100.9045357,-1.5,106.914,105.7306013
2009 Illinois,12,19.0963,0.905727955,3.847988359,0.7,106.425,106.2996026,11.3,87.3285,87.31460057
2011 Illinois,12.5,19.5782,0.922047196,1.354695917,6.4,112.305,113.4083431,6.1,92.727,91.48449428
2013 Illinois,8.1,15.1395,0.860655402,2.3789865,4.3,110.496,110.1260079,3.9,95.3564,94.00045791
2021 Illinois,17.6,30.6122,0.950456447,8.810136866,9.7,118.957,117.4039734,8,88.3445,90.80763279
2022 Illinois,13.9,19.5866,0.90753391,4.154646462,7.3,113.725,113.5904508,6.7,94.138,93.13037598
2023 Illinois,11.1,16.4805,0.838948945,0.885309261,4.3,112.167,108.9880652,6.8,95.6864,94.41716294
2008 Indiana,12.6,19.5064,0.907935021,4.75321374,8.5,114.362,113.6201782,4.1,94.8557,93.11596206
2012 Indiana,15.2,22.5388,0.918438423,5.733973922,12.1,119.547,119.1097888,3.2,97.0081,96.49550189
2013 Indiana,20.2,29.9242,0.972134326,7.730068236,13.8,122.482,122.4866655,6.4,92.5582,89.93831542
2015 Indiana,9.7,13.8074,0.83274127,-0.372987083,11.5,119.285,118.9236959,-1.9,105.478,103.4306264
2016 Indiana,15.8,22.7957,0.911636395,3.299776759,11.5,120.855,120.0873296,4.3,98.0589,98.03080267
2022 Indiana,10,14.9367,0.883835059,0.224203932,3.2,107.558,107.9733137,6.8,92.6213,90.50696096
2023 Indiana,12.3,17.3586,0.863652377,3.42592744,6.8,114.651,112.525533,5.5,97.2921,95.83822967
2011 Indiana St.,3.6,4.62225,0.681477546,-4.095151536,0.1,101.49,102.0875039,3.4,96.8677,95.55421441
2012 Iona,9.6,12.3492,0.774432962,0.194221014,13.1,115.979,113.6256924,-3.5,103.63,102.06885
2013 Iona,4.7,7.85234,0.715825056,-5.672335545,12.6,114.644,113.770212,-7.9,106.791,104.9880272
2016 Iona,4.2,7.8333,0.66068202,-3.347522169,6.9,110.602,108.8829538,-2.7,102.768,102.7533353
2017 Iona,1.2,4.00176,0.585536752,-5.768585343,4.3,110.197,108.4522937,-3.2,106.195,105.2420596
2018 Iona,3.1,2.87263,0.540100042,-7.286300505,4.4,110.261,108.6455369,-1.3,107.388,107.137469
2019 Iona,-0.8,-3.07828,0.372441945,-10.19375317,2.4,106.514,105.1864888,-3.1,109.593,110.0687158
2021 Iona,1.5,-1.03598,0.556837213,-3.192016798,0.3,100.371,100.7464243,1.1,101.407,98.76580332
2023 Iona,8.7,11.7114,0.789170904,-1.65327101,4.9,110.856,108.8278939,3.8,99.1448,97.02713836
2014 Iowa,14.1,21.0299,0.91810706,1.199459239,12.4,120.152,120.811284,1.7,99.1218,97.91153513
2015 Iowa,12.1,18.251,0.908544991,1.973414328,5.6,113.359,113.0960686,6.5,95.1085,92.62746413
2016 Iowa,12.9,21.3563,0.911089826,2.013184093,7.4,116.298,116.044096,5.5,94.9421,94.78594448
2019 Iowa,10.5,15.9555,0.844009013,3.187248829,8.9,117.163,116.3973013,1.6,101.207,100.5037467
2021 Iowa,17,28.9031,0.945894074,5.485496051,14.3,123.496,123.7347145,2.7,94.5925,96.48050962
2022 Iowa,15.5,23.5269,0.921562152,4.549008193,11.9,121.548,121.0929336,3.5,98.0208,97.74069269
2023 Iowa,10.8,15.6021,0.843536596,0.347535541,10.1,120.475,118.9395436,0.7,104.873,102.7308662
2012 Iowa St.,9.7,16.4561,0.855261481,1.871487292,7.2,112.844,111.1811367,2.6,96.3879,95.26708294
2013 Iowa St.,11.3,16.2941,0.86169356,0.748155483,12.6,116.863,115.4786786,-1.3,100.569,98.49494474
2014 Iowa St.,12.9,20.9515,0.894500512,7.495053894,12.8,116.764,116.5972459,0,95.8121,96.81974247
2015 Iowa St.,13.8,23.031,0.908556088,6.791736695,12.7,120.166,118.0870813,1.1,97.135,96.71405898
2016 Iowa St.,12.8,21.0754,0.906042311,3.522391339,12.3,121.033,120.3866379,0.5,99.9576,98.85400577
2017 Iowa St.,14.7,23.113,0.922168719,6.486710784,9.6,119.541,118.1861942,5.1,96.4283,95.32467616
2019 Iowa St.,14.5,21.8472,0.914847317,4.289539379,9,118.992,118.1781162,5.5,97.1452,96.13285072
2022 Iowa St.,9.1,13.9459,0.849795359,2.826231841,0.5,104.382,103.1449349,8.7,90.4362,88.71595499
2023 Iowa St.,11.6,18.3345,0.892472547,2.408940849,2.6,109.884,108.1674038,9,91.5493,89.98638326
2017 Jacksonville St.,-0.2,0.583245,0.473574157,-8.05145143,1,105.363,103.7711577,-1.2,104.78,104.7302753
2022 Jacksonville St.,2.3,2.24147,0.565042778,-5.221892275,2.6,105.325,104.0088142,-0.3,103.083,101.669072
2013 James Madison,-2.3,-1.67462,0.450896593,-8.649602886,-2.6,99.5556,98.12702109,0.3,101.23,99.82288311
2008 Kansas,21.9,33.9647,0.981585133,9.927647648,12.4,121.433,120.9706415,9.6,87.4681,85.61049223
2009 Kansas,14.9,23.1309,0.935991995,5.44966607,8.8,114.807,114.4374884,6.1,91.6765,90.62764171
2010 Kansas,21.2,32.5121,0.970332452,11.69542591,13.4,119.854,119.9622683,7.8,87.3419,88.58025757
2011 Kansas,19.8,28.7018,0.966994898,10.2173167,13.3,119.505,119.9621759,6.5,90.8029,89.43196237
2012 Kansas,16.1,26.918,0.954181405,8.215341425,8.2,116.066,114.7282765,7.8,89.1479,88.10702566
2013 Kansas,16.8,25.4211,0.955403755,7.525067917,9.8,113.253,112.2610671,6.9,87.8314,86.00025089
2014 Kansas,15.8,25.4011,0.933817669,6.921110041,11,119.974,120.219481,4.8,94.5731,95.50290571
2015 Kansas,14.4,23.7421,0.925247256,8.740298545,8.9,114.271,113.2619244,5.5,90.5293,91.00653388
2016 Kansas,18.5,29.804,0.960721106,11.44715781,11.8,120.379,120.5340742,6.6,90.575,91.28009648
2017 Kansas,18.4,25.975,0.944864007,11.00757377,12.1,120.833,120.4144423,6.3,94.8585,94.05458267
2018 Kansas,16.5,23.2388,0.941088968,8.186807342,11.2,120.933,121.613104,5.2,97.6938,95.57271744
2019 Kansas,14.2,20.7051,0.907896167,8.329964214,6.9,112.746,112.5475344,7.3,92.0406,92.24061814
2021 Kansas,12,21.0313,0.895232364,4.333553799,5.3,109.615,108.6892971,6.7,88.5839,90.19212898
2022 Kansas,17.6,25.492,0.951148126,10.40963348,10.9,119.389,120.2067413,6.7,93.8965,92.85599761
2023 Kansas,14.7,23.1356,0.918418895,10.07485603,7,114.61,112.8964167,7.7,91.4741,91.46387905
2008 Kansas St.,9.6,18.8909,0.91025579,1.023676457,8.6,113.383,112.8299958,1.1,94.4917,92.24283834
2010 Kansas St.,14.5,24.9367,0.945858181,6.736202042,11.3,115.425,115.4866815,3.3,90.4885,90.05470498
2011 Kansas St.,10.8,17.4393,0.888067627,1.984517001,5.8,109.524,108.8941227,5.1,92.0845,90.94689785
2012 Kansas St.,11,18.2953,0.869540723,2.110419439,5.8,109.953,107.867704,5.2,91.6575,91.46508684
2013 Kansas St.,11.1,18.2582,0.886469685,5.406725396,3.8,113.291,112.0823927,7.4,95.0325,93.73983234
2014 Kansas St.,8.4,14.3949,0.850276207,0.554893847,0.4,108.305,108.1396383,8,93.9099,92.98144394
2017 Kansas St.,10.2,17.5538,0.890513347,1.65924547,5.1,112.038,111.5532972,5.1,94.4839,92.96675956
2018 Kansas St.,9.2,14.7543,0.862596424,2.551841024,3.5,112.178,112.2060539,5.7,97.4236,95.64043434
2019 Kansas St.,12.7,20.2225,0.905250251,6.55484393,2.8,107.96,106.4850479,9.9,87.7377,87.50939199
2023 Kansas St.,11.4,18.3143,0.875928348,4.238081464,5,112.516,110.3336982,6.5,94.2021,93.08931315
2023 Kennesaw St.,2.1,3.64263,0.624136946,-1.427704258,-0.5,106.304,105.0337881,2.6,102.661,100.5024926
2008 Kent St.,7.6,13.8274,0.809111248,2.317008204,1.8,108.462,106.7942284,5.8,94.6345,94.19030991
2017 Kent St.,1.4,1.73415,0.53423558,-7.200650536,0.7,104.421,103.5951469,0.7,102.687,102.3669386
2023 Kent St.,7.1,11.8972,0.778349402,0.817046591,1.6,108.347,106.0703316,5.5,96.4498,95.09521163
2008 Kentucky,7.4,9.70175,0.783801859,-1.086868311,1,106.849,105.7070472,6.4,97.1469,94.50709944
2010 Kentucky,17.2,24.9097,0.944434469,8.677640617,11.7,114.384,113.9894054,5.5,89.4743,89.09967271
2011 Kentucky,16.5,25.2715,0.946748214,5.166874788,8.7,117.76,118.449029,7.8,92.4889,92.22412024
2012 Kentucky,20.1,31.7277,0.970153023,11.25127239,11.9,120.566,119.7399569,8.2,88.8382,88.46389629
2014 Kentucky,14.9,21.1505,0.900445594,3.955767054,8.9,116.202,115.8549759,6,95.0512,95.66426419
2015 Kentucky,23.9,37.4333,0.983387299,12.95853499,10.3,121.27,119.0418569,13.6,83.8367,83.48107057
2016 Kentucky,16.2,25.1996,0.943009899,5.024555376,9.8,122.508,122.2779187,6.4,97.3082,95.80157793
2017 Kentucky,17.5,27.2664,0.95603556,9.022077531,9.6,119.139,119.2451792,7.9,91.8728,91.23207854
2018 Kentucky,12.9,20.4069,0.89416593,4.31111519,7,116.426,114.9773289,5.9,96.019,95.50399797
2019 Kentucky,18.3,27.4133,0.942339438,8.762751635,9.4,118.223,116.8837467,8.8,90.8094,91.67423578
2022 Kentucky,17.7,26.5948,0.939278922,6.874275311,11.1,120.191,119.1103379,6.6,93.5959,93.86821899
2023 Kentucky,12.5,17.7987,0.861309865,1.614304292,8,117.41,114.6681633,4.6,99.6115,97.83098685
2013 La Salle,8.4,13.3018,0.833657658,0.473279484,6.2,110.546,109.844824,2.3,97.2446,95.47976522
2015 Lafayette,-0.3,-1.75874,0.420113694,-6.796103148,6.2,112.691,110.56734,-6.4,114.45,113.7100077
2012 Lamar,4.6,7.476,0.617364248,-4.20108943,4.1,107.54,104.1811629,0.4,100.064,99.93634644
2010 Lehigh,-0.6,-1.45422,0.44023197,-6.618768587,4.3,104.907,103.1342764,-4.8,106.362,105.3112812
2012 Lehigh,6,8.90823,0.708540949,-1.121456156,6.1,108.606,106.7226119,-0.1,99.6982,98.78925594
2013 Liberty,-6.5,-9.51521,0.246463772,-15.33682899,-1.8,100.529,98.2875441,-4.7,110.044,108.3185711
2019 Liberty,7.5,10.8215,0.730026358,-0.430447524,4.2,110.565,108.6993276,3.3,99.7435,99.69196276
2021 Liberty,6.4,8.37002,0.71331342,-1.686094344,4.7,110.143,109.1396234,1.7,101.773,100.8227895
2018 Lipscomb,-0.2,0.363623,0.522926928,-3.167363368,-0.8,103.793,102.4617643,0.5,103.43,101.6473548
2011 LIU,3.1,5.37973,0.59620576,-1.088476678,9.8,108.912,106.2559843,-6.7,103.533,102.7157924
2012 LIU,1.1,0.542871,0.531562524,-2.38969845,10,108.1,106.9745777,-9,107.557,105.8050583
2013 LIU,-0.9,-1.37364,0.42011809,-8.437019949,7.8,111.069,108.4959392,-8.7,112.442,111.5795562
2018 LIU,-4.4,-7.80028,0.283564733,-13.15156796,-1.3,103.335,101.8487819,-3.2,111.135,110.3971827
2012 Long Beach St.,8.8,15.6363,0.803349532,0.983610175,5.4,111.581,108.1604094,3.4,95.9447,95.70170275
2022 Longwood,1.8,2.48399,0.58112988,-2.278481043,2.3,106.108,105.5647753,-0.5,103.624,102.6016506
2014 Louisiana,3.1,5.08877,0.655315438,-3.659180422,6.4,109.939,110.9053994,-3.3,104.85,104.8791929
2023 Louisiana,4.6,8.20091,0.714029712,-0.532298666,4.6,112.243,110.7821725,0,104.042,102.3089809
2008 Louisville,16.1,23.198,0.93571504,4.741269244,7.1,111.828,110.3316013,9.1,88.6299,87.41108481
2009 Louisville,17.4,25.3676,0.952783336,8.0651378,7.8,109.217,109.86355,9.6,83.849,84.60268812
2010 Louisville,12.4,17.834,0.868396704,-0.105491675,9.1,115.013,114.4893897,3.3,97.1787,97.16471845
2011 Louisville,13.9,22.87,0.923484665,4.555825589,8,111.247,111.4012097,5.9,88.3769,89.70789617
2012 Louisville,12.2,18.8157,0.897488651,5.515087039,3.4,105.207,103.7013648,8.9,86.3916,85.87150599
2013 Louisville,21,31.1411,0.968635126,8.96960294,10.7,114.313,112.5848955,10.3,83.1717,83.54867166
2014 Louisville,20.1,30.5677,0.969708132,5.384822434,10.7,119.102,119.2428035,9.4,88.5345,88.2135343
2015 Louisville,14.8,20.4245,0.925769877,5.660871547,5.1,108.601,107.8675766,9.8,88.176,86.61503421
2017 Louisville,17.8,26.7186,0.952072446,6.871854879,7.9,117.179,116.1503524,9.9,90.4602,89.56608661
2019 Louisville,13.4,20.9708,0.906083163,2.313293545,6.8,113.376,112.9209934,6.6,92.4055,92.71981378
2018 Loyola Chicago,9.6,15.1402,0.797691222,1.960595028,4.6,111.331,108.8944147,5,96.1911,96.64850989
2021 Loyola Chicago,13.2,23.7539,0.918796775,1.842869281,5.6,110.416,108.9614438,7.7,86.6625,88.2371438
2022 Loyola Chicago,11.2,17.6948,0.848251481,1.758773818,4.9,110.891,109.0626294,6.4,93.196,93.9041196
2012 Loyola MD,2.3,3.6774,0.593724904,-1.378612889,-0.8,103.745,102.2946796,3,100.068,98.97503172
2009 LSU,10.1,14.7097,0.848118549,2.489191835,6.2,110.576,110.563352,3.9,95.8662,95.20480426
2015 LSU,7.8,13.9432,0.823757059,0.449160534,7,108.743,107.1007991,0.8,94.7996,93.66105014
2019 LSU,12.7,20.9656,0.906434244,7.338602603,8.5,118.485,118.2531734,4.2,97.5196,97.06319832
2021 LSU,12.6,19.5899,0.882474408,2.256713532,11.2,119.771,118.9405479,1.4,100.181,99.81445534
2022 LSU,14,19.0816,0.891052265,2.285095478,3.6,107.64,105.8138404,10.4,88.5581,88.14112033
2014 Manhattan,6.9,9.55527,0.733673577,-0.377420919,5,106.544,106.3763325,1.9,96.9886,97.4039205
2015 Manhattan,0.8,0.742583,0.525687216,-7.369438801,1.8,101.932,100.4969441,-1.1,101.19,99.60225088
2008 Marquette,14.2,21.8442,0.932756378,3.849577988,8.3,113.463,112.9953131,5.9,91.6188,89.89714454
2009 Marquette,11.8,20.9824,0.91383014,3.442636958,10.6,117.058,116.3858433,1.3,96.076,94.78189054
2010 Marquette,12.6,20.4947,0.901570155,1.716688841,6.4,114.599,113.9110346,6.2,94.1043,93.95603692
2011 Marquette,11.1,18.1301,0.877266451,0.592953091,8.1,115.623,115.2976258,3,97.4927,97.17283341
2012 Marquette,13.7,19.3365,0.8963009,6.075675339,10.5,112.422,110.9082806,3.2,93.0852,91.9419347
2013 Marquette,11.5,18.6549,0.89429568,4.461563536,6.1,113.994,113.2760337,5.3,95.3386,94.07962219
2017 Marquette,10.8,17.5711,0.890984075,0.614924009,9.8,120.943,121.4303666,1,103.371,101.1555964
2019 Marquette,11.5,18.4207,0.862440732,2.804925673,5.7,114.15,112.2145775,5.8,95.7294,95.6586204
2022 Marquette,8,14.0024,0.805962227,0.554815751,3.6,109.787,107.9180325,4.4,95.785,95.34932779
2023 Marquette,13.6,21.8296,0.921626156,7.827885867,8.8,119.308,118.9896467,4.8,97.4789,96.03561826
2018 Marshall,3.1,5.38402,0.632893601,-2.513834719,2.5,109.328,108.1649422,0.6,103.944,103.1615682
2009 Maryland,9.3,13.2883,0.820665177,0.133066129,5.7,108.705,107.3735863,3.5,95.4167,94.07247206
2010 Maryland,15.2,22.7026,0.913656207,3.322487393,11.9,117.599,115.7675381,3.3,94.8962,94.29645084
2015 Maryland,10.5,16.1924,0.859478164,6.827584286,4.1,111.125,109.8663502,6.4,94.9328,93.85862186
2016 Maryland,13.3,20.7136,0.884581314,4.016318509,6.3,116.294,115.1142325,7,95.5806,96.43158714
2017 Maryland,8.9,14.838,0.85102417,3.654159417,4.7,113.565,112.9741433,4.2,98.7271,97.08856749
2019 Maryland,12,19.9776,0.88925929,4.17577415,6.1,113.82,112.4606461,5.9,93.8429,93.82729012
2021 Maryland,9.7,18.7175,0.857260338,0.057192347,6,110.916,110.0636816,3.8,92.1984,94.17648229
2023 Maryland,12,18.3703,0.863866064,1.00640065,6.1,114.136,111.5395947,5.9,95.7662,94.98350504
2014 Massachusetts,9.1,14.1875,0.820866838,3.659258527,7.6,109.841,109.7382327,1.5,95.6537,96.1327333
2008 Memphis,19.3,29.3779,0.969683161,8.925489066,11.3,114.695,113.2541808,8,85.3169,83.78945752
2009 Memphis,18.5,29.4398,0.966005035,7.054845811,8.1,110.759,109.3966868,10.3,81.3187,81.7724915
2011 Memphis,5.8,6.96184,0.696450279,0.073490003,4.5,103.673,103.5592171,1.3,96.7112,96.34451502
2012 Memphis,14.6,22.5554,0.909545451,3.002637897,9.5,114.7,112.6159036,5.1,92.1444,92.13720439
2013 Memphis,10.4,16.6993,0.871917094,4.739046426,6.9,108.62,107.2506869,3.5,91.9204,90.7750903
2014 Memphis,10,14.9304,0.855442784,2.842911051,7.3,111.252,112.351428,2.7,96.3212,96.25759677
2022 Memphis,11.8,16.2198,0.875281207,1.352499399,5.6,110.368,110.3929403,6.2,94.1479,93.18742827
2023 Memphis,11.5,18.6881,0.899544772,4.717569885,5.9,114.701,113.9485765,5.6,96.0133,94.17202885
2014 Mercer,6.9,7.46633,0.69427339,-2.643983732,4.6,108.78,108.4307588,2.2,101.313,100.9668531
2013 Miami FL,14,22.2852,0.916766605,6.354606528,4.7,113.044,110.9311196,9.3,90.7587,90.04261032
2008 Miami FL,10.4,14.3957,0.846692872,1.60098981,8.1,112.167,110.6996604,2.2,97.7713,95.41360987
2016 Miami FL,13.5,22.848,0.925592138,6.868915511,6.7,118.848,118.7928436,6.8,95.9995,95.40918945
2017 Miami FL,10.7,16.9602,0.893674184,2.902106029,4.5,110.386,110.6808161,6.2,93.4254,91.9766373
2018 Miami FL,10.6,15.7103,0.868928778,2.678454086,4.9,113.309,112.4500884,5.7,97.5988,95.39531209
2022 Miami FL,9.1,12.6207,0.813339822,2.579431291,7.7,114.756,114.2903674,1.5,102.136,100.5599965
2023 Miami FL,11.5,14.9148,0.842349495,3.659363201,9.7,118.233,117.2815729,1.8,103.319,101.3778532
2009 Michigan,8.3,14.4984,0.836657107,0.863508466,3.3,112.016,110.4671141,5,97.5173,95.83892688
2011 Michigan,9.1,15.4164,0.855781999,1.617031015,1.4,110.77,109.9356272,7.7,95.3533,94.16536248
2012 Michigan,10.7,18.1066,0.885067809,6.23738509,2.6,113.975,113.443271,8.1,95.8679,94.99237643
2013 Michigan,16.1,24.9907,0.938486278,6.188410745,11,120.868,120.4039115,5,95.8775,95.00170187
2014 Michigan,15.7,22.7757,0.917600494,7.74277773,8.7,122.369,122.9819499,7,99.5935,99.72899878
2016 Michigan,10.4,14.5538,0.833278983,0.880796715,4.1,115.094,114.7139617,6.3,100.54,99.73579517
2017 Michigan,15.6,22.618,0.925898271,3.776392288,11.6,121.592,121.6437715,3.9,98.9742,97.6611023
2018 Michigan,15.1,23.1909,0.920051405,6.888046133,6.5,115.9,114.1764259,8.5,92.7095,92.32418131
2019 Michigan,17.8,29.4352,0.965603633,9.182794377,6.3,115.516,115.2597658,11.5,86.081,86.24616487
2021 Michigan,17.4,30.7915,0.951633738,7.059984197,9.7,119.434,117.6669609,7.7,88.6425,90.81113817
2022 Michigan,11.4,15.6481,0.868141854,0.164067702,7.6,114.207,113.8919538,3.9,98.5588,96.67641671
2008 Michigan St.,13.6,20.8814,0.917227243,5.10857989,5.8,115.444,114.0022092,7.8,94.5625,92.48672377
2009 Michigan St.,14,22.7829,0.927030213,7.376487157,7.8,112.732,112.0337886,6.1,89.9494,89.81591527
2010 Michigan St.,12.2,20.2975,0.900873901,3.508473303,6.3,112.268,111.5631819,5.9,91.9702,92.08208709
2011 Michigan St.,9.7,14.7956,0.842470832,1.972968755,4.6,108.503,108.0191112,5,93.7079,93.36398737
2012 Michigan St.,17.6,28.8179,0.95323502,8.579531742,7.7,115.088,112.6981058,9.9,86.2697,86.70941349
2013 Michigan St.,13.9,23.2393,0.921759085,6.68887114,3.9,112.662,110.4035892,10,89.423,89.09160864
2014 Michigan St.,15.4,23.7886,0.927606441,6.949917477,8.5,118.203,118.3968937,6.9,94.4143,94.84658849
2015 Michigan St.,13.7,20.9213,0.922265264,2.973485124,7.6,115.973,114.7703742,6.2,95.052,92.55876699
2016 Michigan St.,18.6,29.6807,0.944789697,7.351766068,10.5,123.022,121.4115818,8.1,93.3408,94.84519489
2017 Michigan St.,9.7,14.9753,0.850082297,0.381706351,4.6,110.569,109.6454421,5.1,95.5936,94.28865654
2018 Michigan St.,17.8,26.3461,0.942258339,7.969049874,10.1,119.983,119.2858956,7.7,93.6364,93.57042418
2019 Michigan St.,19.8,31.3607,0.955294518,10.63994389,10.7,121.729,119.999394,9.1,90.3679,91.9488523
2021 Michigan St.,7.1,14.0141,0.786973589,1.166859425,3.1,106.989,105.4191651,4,92.9745,94.09562344
2022 Michigan St.,10.3,14.8717,0.848464401,2.886192183,5.6,111.275,110.8784982,4.7,96.4032,95.45386386
2023 Michigan St.,10.8,16.7099,0.864056379,2.426321773,5.7,113.4,111.6109447,5.2,96.6898,95.03088255
2013 Middle Tennessee,12.1,15.5372,0.850543894,0.954711238,3.9,107.517,105.1579014,8.2,91.9796,90.40112134
